name,artist_names,popularity,release_date
Amore,{'Jul'},49,2018-12-07
Tough,{'Lewis Capaldi'},67,2018-06-08
Buck Shots,{'A$AP Rocky'},58,2018-05-25
Besser als 50 Cent,{'Veysel'},0,2017-10-13
Chun Swae (feat. Swae Lee),"{'Nicki Minaj', 'Swae Lee'}",58,2018-08-10
À Vontade,"{'Ivete Sangalo', 'Wesley Safadão'}",0,2017-08-04
Diablo,{'Luciano'},53,2019-03-01
Call It What You Want,{'Taylor Swift'},1,2017-11-03
Think Before I Talk,{'Astrid S'},9,2017-08-25
Last Christmas,{'Ariana Grande'},53,2013-01-01
PAPARAZZI - English Version,{'RADWIMPS'},46,2019-02-01
Ohne Dich (feat. Laurenz),"{'Anstandslos & Durchgeknallt', 'Laurenz'}",50,2017-02-17
Tranquillo,"{'Capital Bra', 'Samra'}",58,2019-10-03
Maux de tête,{'Lefa'},37,2018-04-06
Medley da Gaiola - Dennis DJ Remix,"{'MC Kevin o Chris', 'Dennis DJ'}",64,2018-08-27
Gore,{'Trippie Redd'},57,2018-08-10
Easy Love,{'Lauv'},3,2017-10-06
in the dark,{'Bring Me The Horizon'},65,2019-01-25
Drôle de dame,{'Jul'},51,2017-09-23
Fruit de la zone - Bonus Track,"{'Soolking', 'Jul'}",52,2018-11-02
REEL IT IN,{'Aminé'},78,2018-08-15
Legacy,{'Logic'},50,2018-09-28
Fix You,{'Coldplay'},82,2005-06-07
Feels,{'Kehlani'},67,2019-02-22
I LOVE YOU,{'Chris Hart'},56,2014-03-19
Christmas (Baby Please Come Home),{'Darlene Love'},33,2019-11-08
Auge des Tigers,{'Majoe'},30,2017-02-10
No Candle No Light (feat. Nicki Minaj),"{'ZAYN', 'Nicki Minaj'}",2,2018-11-15
"Damn, dis-moi (feat. Dâm-Funk)","{'Christine and the Queens', 'Dâm-Funk'}",1,2018-05-17
Aquela Pessoa - Ao Vivo,{'Henrique & Juliano'},67,2017-07-07
"Andante, Andante",{'Lily James'},65,2018-07-13
Wherever You Go - Gyptian Remix,"{'Karl Wolf', 'Gyptian'}",12,2017-06-30
Ma petite,"{'Gradur', 'Naza'}",61,2019-11-29
Feel Good,"{'Felix Jaehn', 'Mike Williams'}",1,2018-02-16
Into the Unknown,"{'Idina Menzel', 'AURORA'}",83,2019-11-15
PDCV (Pas dans cette vie),{'Dosseh'},0,2017-07-14
Happy - From 'Despicable Me 2',{'Pharrell Williams'},30,2014-03-03
M.I.A.,{'RIN'},55,2019-12-06
Zerre,{'Karate Andi'},33,2019-11-08
愛を叫べ,{'ARASHI'},50,2015-09-02
Trikot von Turin,{'Capital Bra'},11,2018-11-02
Born To Be Yours,"{'Kygo', 'Imagine Dragons'}",17,2018-10-10
Higher Love,"{'Kygo', 'Whitney Houston'}",87,2019-06-28
Loto,{'Josman'},50,2018-09-14
Fr Fr (feat. Lil Skies),"{'Wiz Khalifa', 'Lil Skies'}",68,2018-07-13
Prologue,{'Moha La Squale'},43,2018-05-25
I Wish Everyday Could Be Like Christmas,{'Bon Jovi'},0,2011-12-13
Babygirl,{'Shindy'},67,2019-07-12
Même pas bonne,{'Shay'},51,2019-05-10
Kogong,{'Mark Forster'},56,2017-09-22
Amsterdam,{'Soolking'},39,2018-11-02
Gottseidank,"{'Trettmann', 'Bonez MC', 'RAF Camora'}",1,2017-09-29
Ta reine,{'Angèle'},68,2018-10-05
Out of My Head (feat. Tove Lo and ALMA),"{'Charli XCX', 'Tove Lo', 'ALMA'}",53,2017-12-15
ST. PERCY,{'BROCKHAMPTON'},63,2019-08-23
Mitternacht 2,"{'Kollegah', 'Farid Bang'}",46,2018-08-10
Check,"{'Eunique', 'XATAR'}",28,2018-02-23
Wicked,{'Trippie Redd'},57,2018-11-09
Kids Turned Out Fine,{'A$AP Rocky'},64,2018-05-25
VOICE,{'Nulbarich'},49,2019-02-06
Magma - Interlude,{'Timal'},45,2018-04-27
Don't Let Me Down,"{'The Chainsmokers', 'Daya'}",43,2016-08-10
クリスマスキャロルの頃には - NORTH FLOW,"{'Monkey Majik', 'Junichi Inagaki', 'Gagle'}",26,2018-12-05
MIL GRAU,{'Gloria Groove'},66,2019-11-12
Whole Lot,{'21 Savage'},0,2017-07-06
Te Vi,"{'Piso 21', 'Micro TDH'}",81,2018-12-14
Vou Catucar Seu Boga,"{'MC Keron', 'MC Digu'}",41,2018-04-29
Immer auf der Straße (feat. GZUZ),"{'18 Karat', 'Gzuz'}",45,2019-05-17
INTERNATIONAL GANGSTAS,"{'Farid Bang', 'Capo', '6ix9ine', 'SCH'}",60,2018-09-21
I'm Yours,{'Jason Mraz'},72,2008-05-01
Floss (feat. MoStack & Not3s),"{'AJ Tracey', 'MoStack', 'Not3s'}",64,2019-10-25
Va Bene - Extrait de la BOF de 'Taxi 5',{'L'Algérino'},57,2018-03-09
DNA - Japanese ver.,{'BTS'},0,2017-12-06
Marry You,{'Bruno Mars'},74,2010-10-05
Por Perro,"{'Sebastian Yatra', 'Luis Figueroa', 'Lary Over'}",64,2018-03-30
American Girl,{'Tom Petty and the Heartbreakers'},75,1976-11-09
Back & Forth,"{'MK', 'Jonas Blue', 'Becky Hill'}",71,2018-09-07
Arai,{'PLK'},52,2019-09-13
Little Things,{'Jessica Mauboy'},0,2019-07-12
Fliegst Du mit,{'Shirin David'},55,2019-05-17
Ghetto Massari,{'Capital Bra'},46,2017-07-30
I Love You,"{'Axwell /\\ Ingrosso', 'Kid Ink'}",0,2017-07-28
Tout ce que je sais (feat. YBN Cordae),"{'Orelsan', 'YBN Cordae'}",52,2018-11-16
Do They Know It's Christmas? - 1984 Version,{'Band Aid'},52,2004-01-01
Obststand 2 - Snippet,"{'LX', 'Maxwell', 'Bonez MC', 'Gzuz', 'Sa4', 'Fatal'}",0,2019-02-14
Bendero,{'Moha La Squale'},53,2018-05-25
CR,{'13 Block'},47,2019-04-26
"Go Loko (feat. Tyga, Jon Z)","{'YG', 'Tyga', 'Jon Z'}",71,2019-05-24
Somebody To Love - 2011 Mix,{'Queen'},76,1976-12-10
バッドフォーミー,{'Official HIGE DANdism'},47,2019-09-11
In Motion (feat. Japanese Wallpaper),"{'Allday', 'Japanese Wallpaper'}",0,2017-04-21
Bom Rapaz - Ao Vivo,"{'Fernando & Sorocaba', 'Jorge & Mateus'}",0,2017-10-06
Aliens (feat. Teutilla),"{'Marteria', 'Teutilla'}",45,2017-05-26
"Mignon garçon (feat. Naza, KeBlack & Dry)","{'4Keus', 'Naza', 'KeBlack', 'Dry'}",48,2018-05-02
Still Got Time (feat. PARTYNEXTDOOR),"{'ZAYN', 'PARTYNEXTDOOR'}",65,2017-03-23
SAY YOU LOVE ME,{'TWICE'},43,2018-11-05
Das Lied,"{'SDP', 'Bela B.'}",49,2019-02-22
Riverside (Reloaded),"{'Tujamo', 'Sidney Samson'}",59,2018-01-19
Obsessed,"{'Dynoro', 'Ina Wroldsen'}",69,2019-03-22
NBA,{'Jamule'},50,2018-10-25
Halleluja,"{'Bonez MC', 'RAF Camora', 'Sa4'}",45,2018-10-04
Not For Radio,"{'Nas', 'Diddy', '070 Shake'}",51,2018-06-15
Cat Pack,{'AJ Tracey'},53,2019-10-25
Light,"{'Big Sean', 'Jeremih'}",51,2017-02-03
Habibo,{'Veysel'},52,2018-11-30
Call On Me - Ryan Riback Extended Remix,"{'Starley', 'Ryan Riback'}",58,2016-10-14
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","{'Rudimental', 'Jess Glynne', 'Macklemore', 'Dan Caplen'}",69,2019-01-25
Act Up,{'City Girls'},77,2018-11-16
Calendário,{'ANAVITÓRIA'},61,2018-08-03
Go Legend (& Metro Boomin),"{'Big Sean', 'Metro Boomin', 'Travis Scott'}",65,2017-12-08
Rabetão no Chão,{'Mc Th'},50,2018-03-05
Internet,{'Post Malone'},72,2019-09-06
Hey Julie! (feat. Lil Yachty),"{'KYLE', 'Lil Yachty'}",0,2018-12-02
NI,{'Ninho'},56,2019-03-22
Nix zu reden,{'Capital Bra'},46,2017-02-03
Ce matin,{'Hornet La Frappe'},39,2018-09-21
Blow That Smoke (feat. Tove Lo),"{'Major Lazer', 'Tove Lo'}",37,2018-10-19
Viceroy,{'Violent Soho'},6,2016-03-18
Obsession (feat. Jon Bellion),"{'Vice', 'Jon Bellion'}",55,2017-03-09
"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)","{'A$AP Mob', 'A$AP Rocky', 'Playboi Carti', 'Quavo', 'Lil Uzi Vert', 'Frank Ocean'}",65,2017-05-22
GIFT,{'Mr.Children'},49,2008-12-10
Outnumbered,{'Dermot Kennedy'},77,2019-06-13
Hätten wir sein können,"{'Trettmann', 'KitschKrieg'}",55,2019-09-13
Bietigheimication,{'RIN'},57,2019-11-29
How U Feel,"{'Huncho Jack', 'Travis Scott', 'Quavo'}",59,2017-12-21
Reply (feat. Lil Uzi Vert),"{'A Boogie Wit da Hoodie', 'Lil Uzi Vert'}",55,2019-11-15
Genghis Khan,{'Miike Snow'},65,2016-03-04
From the Inside,{'Linkin Park'},57,2003-03-24
Himmel,{'Kontra K'},0,2018-05-11
Scars,{'Sam Smith'},54,2017-11-03
Recht kommt (K.O... in KA),"{'POL1Z1STENS0HN a.k.a. Jan Böhmermann', 'Justice'}",44,2018-02-01
Van der Vaart,"{'Capital Bra', 'Nash'}",55,2019-04-12
Grace,{'Rag'n'Bone Man'},56,2017-02-10
Parti de rien,{'Sofiane'},0,2017-05-12
In meiner Zone 2.0,{'RAF Camora'},53,2018-10-26
CLOSE (feat. Travis Scott) - From SR3MM,"{'Rae Sremmurd', 'Swae Lee', 'Slim Jxmmi', 'Travis Scott'}",66,2018-05-04
Vanilla Sky,"{'Hanybal', 'Nimo'}",1,2016-09-16
Passa passa (#BooskaMechant),{'Niska'},55,2019-08-01
Saudade Nível Hard,{'Yasmin Santos'},66,2018-06-15
Stahraf (feat. Heuss l'Enfoiré & YL),"{'Sadek', 'Heuss L'enfoiré', 'YL'}",42,2018-09-28
Teenager Forever,{'King Gnu'},30,2019-12-20
Jerry Sprunger (with T-Pain),"{'Tory Lanez', 'T-Pain'}",77,2019-11-15
RACKS BLUE,{'Future'},51,2018-07-06
20h20,{'Djadja & Dinaz'},44,2019-03-22
Ultralight Beam,{'Kanye West'},71,2016-06-10
A Vida Nunca Cansa,{'Tiago Iorc'},45,2019-05-05
One Call,{'Gunna'},58,2019-02-22
Oh My,"{'Nines', 'SL', 'Yung Fume', 'Tiggs Da Author'}",63,2018-04-20
I Knew You Were Trouble.,{'Taylor Swift'},67,2012-10-22
Lonely Child,{'YoungBoy Never Broke Again'},69,2019-10-11
I DON'T LOVE YOU ANYMORE,"{'Tyler, The Creator'}",66,2019-05-17
How to disappear,{'Lana Del Rey'},69,2019-08-30
"Pierre, feuille, papier, ciseaux","{'Columbine', 'Lujipeka', 'Chaps'}",60,2017-08-04
So lang die Strasse lebt,"{'Azet', 'Zuna'}",41,2018-03-30
Tamam Tamam,{'Summer Cem'},5,2018-04-20
Contra,{'Logic'},60,2018-03-09
bury a friend,{'Billie Eilish'},85,2019-03-29
Beat Todo Mundo Vai Sofrer,"{'Mc Kitinho', 'Mc Gw', 'MC Levin'}",10,2019-09-13
Astronauts,"{'Future', 'Juice WRLD'}",64,2018-10-19
Merry & Happy,{'TWICE'},45,2017-12-11
Serendipity (Full Length Edition),{'BTS'},73,2018-08-24
Favélas,"{'Niska', 'Skaodi'}",0,2017-09-22
Bloom,{'Troye Sivan'},3,2018-08-31
The Take (feat. Chris Brown),"{'Tory Lanez', 'Chris Brown'}",85,2019-11-15
Weiß noch nicht wie,{'Bausa'},57,2019-06-21
Kleiner Cabrón,{'Veysel'},2,2017-09-01
アレ,{'Kazuyoshi Saito'},34,2019-01-04
Follow Your Fire,{'Kodaline'},58,2018-03-23
Real Ties,{'Lil Skies'},63,2019-01-17
New Money - Geko x French Montana x Ay Em,"{'Geko', 'French Montana', 'Ay Em'}",49,2019-04-11
Wonderwall - Remastered,{'Oasis'},78,1995-10-02
Not A Love Song,{'bülow'},64,2017-11-03
Read,{'Josh Jips'},0,2018-11-15
No Hay Nadie Más,{'Sebastian Yatra'},75,2018-05-18
All The Stars (with SZA),"{'Kendrick Lamar', 'SZA'}",63,2018-01-04
'Till I Collapse,"{'Eminem', 'Nate Dogg'}",15,2002-05-26
Just A Lil Bit,"{'JP THE WAVY', 'Sik-K'}",45,2019-01-25
choque térmico - ao vivo,{'Luan Santana'},75,2019-08-22
恋音と雨空,{'AAA'},61,2017-01-18
Krippy Kush,"{'Farruko', 'Bad Bunny', 'Rvssian'}",65,2017-09-15
Erdbeerwoche (feat. Elias),"{'KC Rebell', 'Summer Cem', 'Elias'}",50,2017-11-10
CASH DA,"{'Nimo', 'reezy', 'KALIM'}",58,2019-12-19
C'est mon sang,"{'RK', 'Sofiane'}",60,2019-04-05
Strawberry Shortcake,{'Melanie Martinez'},68,2019-09-06
A Culpa É Dele,"{'Marília Mendonça', 'Maiara & Maraisa'}",1,2018-03-08
Carry You Home,"{'Tiësto', 'Stargate', 'Aloe Blacc'}",44,2017-10-30
Mistigris,"{'Sofiane', 'Kaaris'}",0,2018-01-26
Shangrila,{'Chatmonchy'},27,2006
Deal Wiv It,"{'Mura Masa', 'slowthai'}",60,2019-11-07
Bis Seattle,{'Fynn Kliemann'},28,2018-09-28
How To Make Gravy,{'Paul Kelly'},58,2019-11-15
Aigle,{'Alkpote'},53,2019-11-08
"Eat, Sleep, Wake (Nothing But You) - Single Version",{'Bombay Bicycle Club'},35,2019-08-27
Melhor Saída - Ao Vivo,{'Lauana Prado'},62,2018-12-06
Fick 31er,{'Joker Bratan'},0,2019-01-25
Comment te dire,{'Jul'},36,2017-06-30
Warm It Up,"{'Logic', 'Young Sinatra'}",58,2018-03-09
my boy,{'Billie Eilish'},79,2017-12-22
Et je deviens fou,"{'Jul', 'Ninho'}",51,2018-12-07
Mesmo Sem Estar,"{'Luan Santana', 'Sandy'}",55,2016-11-04
Savage Time (& Metro Boomin),"{'Big Sean', 'Metro Boomin'}",50,2017-12-08
Courage (For Hugh MacLennan),{'The Tragically Hip'},47,1992-10-06
You Broke Up with Me,{'Walker Hayes'},64,2017-12-08
Mörder,"{'PA Sports', 'Kianush'}",0,2018-01-12
Estranho,{'Marília Mendonça'},1,2018-03-23
Paris Morton Music,{'Drake'},58,2019-08-02
Onda diferente (feat. Papatinho),"{'Anitta', 'Ludmilla', 'Snoop Dogg', 'Papatinho'}",68,2019-04-05
Majesty (with Labrinth & feat. Eminem),"{'Nicki Minaj', 'Labrinth', 'Eminem'}",62,2018-08-10
Bluff Millimet,{'SpongeBOZZ'},0,2017-06-09
Papa Maman,{'Jul'},0,2019-06-14
Bella Ciao (feat. Andre Sarate & Adolfo Celdran),"{'Alok', 'Bhaskar', 'Jetlag Music', 'Adolfo Celdran', 'André Sarate'}",59,2018-05-04
Into You,{'Ariana Grande'},14,2016-05-20
Say It (feat. Tove Lo),"{'Flume', 'Tove Lo'}",5,2016-05-27
J'arrache tout,{'Rohff'},30,2018-12-07
Consequences - orchestra,{'Camila Cabello'},72,2018-10-09
Facile,{'SCH'},46,2018-10-19
Kinshasa,{'Zola'},50,2019-04-05
Mythos,{'Bushido'},44,2018-09-28
Call Casting,{'Migos'},55,2017-01-27
Pardon maman,{'RK'},58,2019-08-16
SLAY (feat. Quavo),"{'YG', 'Quavo'}",59,2018-08-03
Jingle Bells (feat. The Puppini Sisters),"{'Michael Bublé', 'The Puppini Sisters'}",35,2011-10-14
Future Pop,{'Perfume'},33,2018-08-15
Ayala (Outro),{'XXXTENTACION'},66,2017-08-25
O Holy Night,{'Ellie Goulding'},33,2017-12-08
"30,6k",{'KC Rebell'},47,2019-04-19
Vibes,{'Hamza'},52,2017-10-27
Mens Rea,{'Niro'},37,2018-04-27
Une balle qui tue ?,{'Kidaki'},62,2019-02-15
Santa Monica,{'Moha La Squale'},64,2019-11-04
Finesse,{'Bruno Mars'},68,2016-11-17
CRZY,{'Kehlani'},62,2017-01-27
Hadi Gel Gezelim,{'Ali471'},65,2019-08-02
Right Back,{'Khalid'},69,2019-04-05
Playinwitme (feat. Kehlani),"{'KYLE', 'Kehlani'}",73,2018-05-18
The Explanation,{'XXXTENTACION'},60,2017-08-25
BOOMBAYAH,{'BLACKPINK'},29,2017-08-29
Ce soir,"{'Doums', 'Nekfeu', 'Nae'}",63,2019-12-13
White Christmas,{'Michael Bublé'},29,2011-10-14
she ready,"{'Lil Yachty', 'PnB Rock'}",58,2018-03-09
Marchand d’ivoire,{'Kaaris'},0,2017-11-03
Double Bang 6,{'Leto'},47,2019-03-01
Báilame - Remix,"{'Nacho', 'Yandel', 'Bad Bunny', 'Mambo Kingz', 'DJ Luian'}",9,2017-07-31
I Wanna Know (feat. Bea Miller),"{'NOTD', 'Bea Miller'}",74,2018-03-16
Jamais de la vie,{'Loud'},49,2019-05-24
V&V,{'Josman'},51,2018-09-14
Boom Bye Bye,"{'Diplo', 'Niska'}",3,2019-01-24
Fame (feat. RAF Camora),"{'Kontra K', 'RAF Camora'}",63,2018-05-11
Star Treatment,{'Arctic Monkeys'},58,2018-05-10
Summer Cem (feat. Luciano),"{'Summer Cem', 'Luciano'}",69,2019-11-08
4 AM,"{'2 Chainz', 'Travis Scott'}",70,2017-06-16
COMMANDO (feat. G-Eazy),"{'Logic', 'G-Eazy'}",2,2019-05-10
Otto,{'SCH'},58,2018-10-19
空,"{'Taichi Mukai', 'SALU'}",24,2017-10-27
Dans la lune,{'Sadek'},39,2017-09-15
Bob Marley,{'Dadju'},61,2017-11-24
Just Friends,"{'Hayden James', 'Boy Matthews'}",57,2019-06-14
La Haine,{'Luciano'},61,2019-08-29
Cœur noir,{'MMZ'},34,2017-11-10
Méchant Sheguey,"{'Gradur', 'Niska'}",52,2019-11-29
Le combat,{'Jul'},49,2019-12-06
Chasse à l'homme,{'Niska'},0,2017-04-28
Soaked,{'BENEE'},5,2019-04-05
Wait,{'Maroon 5'},6,2017-11-03
Ponny,{'Yung Hurn'},61,2019-11-08
Hit Contagiante,"{'Felipe Original', 'MC Kevin o Chris', 'Sodré', 'JS o Mão de Ouro'}",76,2019-07-26
Should Have Been There,{'Regi'},5,2016-10-14
Thank God,{'Rilès'},3,2016-11-13
Tes rêves (feat. Maes),"{'Dabs', 'Maes'}",47,2019-03-01
"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'",{'Thurl Ravenscroft'},32,1999
Até o céu,"{'Anitta', 'MC Cabelinho'}",71,2019-12-20
IL CIELO NELLA STANZA (feat. NSTASIA),"{'Salmo', 'NSTASIA'}",69,2018-11-09
Beer Never Broke My Heart,{'Luke Combs'},79,2019-11-08
Taste (feat. Offset),"{'Tyga', 'Offset'}",81,2018-05-16
Pray For Me (with Kendrick Lamar),"{'The Weeknd', 'Kendrick Lamar'}",77,2018-02-09
3 Nights,{'Dominic Fike'},85,2018-10-16
Ritual,"{'Tiësto', 'Jonas Blue', 'Rita Ora'}",82,2019-05-31
Trophée,{'Vald'},0,2017-09-08
Gam Gam,"{'Marnik', 'SMACK'}",52,2018-10-26
September Song,{'JP Cooper'},7,2017-10-06
Sad (feat. Afrojack),"{'Chico Rose', 'Afrojack'}",75,2019-08-30
Gang (feat. Davido),"{'Aya Nakamura', 'DaVido'}",51,2018-11-02
Obsession (feat. Jon Bellion),"{'Vice', 'Jon Bellion'}",46,2017-03-10
95 BPM,{'Samra'},63,2019-12-09
State Of Emergency,"{'Logic', '2 Chainz'}",55,2018-03-09
Tussin (feat. Young Thug),"{'NAV', 'Young Thug'}",0,2019-03-22
Un homme debout,{'Claudio Capéo'},55,2016-07-15
I Want a Billion,"{'KOHH', 'Taka'}",37,2019-02-08
I Was Wrong - Robin Schulz Remix,"{'A R I Z O N A', 'Robin Schulz'}",58,2016-07-15
The Last Of The Real Ones,{'Fall Out Boy'},0,2018-01-19
Vingança - Ao Vivo,"{'Luan Santana', 'MC Kekel'}",66,2018-09-14
Bad Liar,{'Selena Gomez'},11,2017-05-18
Andere Liga,{'RAF Camora'},51,2017-08-18
Rhythm Is a Dancer,"{'Alex Christensen', 'The Berlin Orchestra'}",58,2017-10-06
Non non,{'Djadja & Dinaz'},0,2018-04-20
Chave Cópia - Ao Vivo,"{'Felipe Araújo', 'Jorge & Mateus'}",0,2017-04-21
Lost In You,{'Lena'},1,2017-04-14
Glow In The Dark,"{'Skepta', 'Lay-Z', 'WizKid'}",55,2019-05-31
Endlich normale Leute,{'Trailerpark'},52,2017-10-20
Step Into Christmas,{'Elton John'},49,1973-10-05
Nookie,"{'D-Block Europe', 'Lil Baby'}",56,2019-09-12
Hustla,{'18 Karat'},0,2018-01-12
Rapariga Digital,{'Naiara Azevedo'},54,2019-02-28
Vide,{'13 Block'},50,2018-04-06
Plein,{'MMZ'},35,2017-11-10
Pop Out (feat. Lil Tjay),"{'Polo G', 'Lil Tjay'}",84,2019-06-07
Glitter,{'BENEE'},81,2019-06-28
Celoso,{'Lele Pons'},69,2018-08-17
Loyal to Me,{'Nina Nesbitt'},0,2018-08-10
XNXX,{'Dinos'},45,2019-10-03
Le coach (feat. Vincenzo),"{'Soprano', 'Vincenzo'}",66,2018-11-09
Santchelita,{'Jul'},56,2019-12-06
DEUS E O DIABO NA TERRA DO SOL,"{'Djonga', 'Filipe Ret'}",56,2019-03-13
Sem Sal - Ao Vivo,{'Marília Mendonça'},3,2018-10-26
MMM,{'Naza'},40,2017-07-14
watch,{'Billie Eilish'},1,2017-08-11
Take Me Back to London (feat. Stormzy),"{'Ed Sheeran', 'Stormzy'}",74,2019-07-12
LUXE,"{'Hiroomi Tosaka', 'CrazyBoy'}",31,2018-01-26
Garupa,"{'Luísa Sonza', 'Pabllo Vittar'}",64,2019-06-13
Mágica - Ao Vivo,"{'Matheus & Kauan', 'Gusttavo Lima'}",73,2019-03-22
Entre nous c'est mort,{'Maître Gims'},43,2018-03-23
1942 (feat. Yo Gotti & YBN Nahmir),"{'G-Eazy', 'Yo Gotti', 'YBN Nahmir'}",70,2018-04-13
最後の恋煩い,{'Official HIGE DANdism'},61,2019-10-09
Jean Paul Gaultier,{'Luciano'},57,2019-08-29
Million,{'Djadja & Dinaz'},44,2019-03-22
Cem Mil - Ao Vivo,{'Gusttavo Lima'},69,2018-10-26
Lonely Lonely,"{'LUCKY TAPES', 'Chara'}",45,2018-10-03
Zizziz,{'SSIO'},19,2019-12-06
La débauche,{'Naza'},42,2017-09-29
All Eyez on Us,"{'Kollegah', 'Farid Bang'}",43,2018-08-10
Mac & Cheese,{'Hamza'},39,2019-03-01
Mercy,{'Madame Monsieur'},42,2018-04-20
I Can't Have Nice Things,{'CXLOE'},41,2019-02-15
J’écris,{'Alonzo'},0,2017-08-25
Rooftop,{'Nico Santos'},41,2017-09-29
Human,{'Rag'n'Bone Man'},78,2017-02-10
2 fois plus,{'Hornet La Frappe'},35,2017-04-05
Lesley (feat. Ruelle),"{'Dave', 'Ruelle'}",57,2019-03-08
Rappelle-toi,"{'Naps', 'Heuss L'enfoiré'}",55,2019-06-19
Sugar,{'Maroon 5'},50,2014-09-02
Niemals vergessen,{'Kontra K'},51,2019-05-24
Toto et Ninetta,{'Jul'},58,2018-06-29
It Ain't Me,"{'Kygo', 'Selena Gomez'}",27,2018-10-10
My Dawg,"{'Quality Control', 'Lil Baby', 'Kodak Black', 'Quavo', 'Moneybagg Yo'}",60,2017-12-08
Michi,{'EXILE'},13,2016-10-14
F.D.S,{'Genetikk'},32,2018-07-20
Die For Me (feat. Future & Halsey),"{'Post Malone', 'Halsey', 'Future'}",79,2019-09-06
Real Friends,"{'Camila Cabello', 'Swae Lee'}",70,2018-08-16
Traí Sim - Ao Vivo,"{'Maiara & Maraisa', 'Zé Neto & Cristiano'}",64,2019-01-30
J'pourrai,{'Vald'},52,2019-10-10
stoned & allein - Remix,"{'Selmon', 'Ufo361'}",60,2019-09-06
New Freezer (feat. Kendrick Lamar),"{'Rich The Kid', 'Kendrick Lamar'}",2,2018-03-30
Controlla,{'Drake'},8,2016-05-06
Issues,{'Julia Michaels'},17,2017-01-13
Bientôt je me taille,{'Jul'},39,2018-06-29
Já convenci - Ao vivo,{'Thiago Brava'},38,2018-09-28
6:30,"{'Geko', 'NSG'}",59,2018-05-22
7 rings,{'Ariana Grande'},24,2019-01-18
Hesitate,{'Jonas Brothers'},64,2019-06-07
Lose Yourself - Soundtrack Version,{'Eminem'},0,2003-01-01
pad lock,{'21 Savage'},57,2018-12-21
Ma fierté,"{'Dadju', 'Alonzo', 'Maître Gims'}",0,2017-10-27
Remember Me,{'MAN WITH A MISSION'},56,2019-05-06
Méchant 4,{'Kodes'},55,2019-11-22
Ma Go Sure,{'Vegedream'},54,2018-11-30
For A Better Day,{'Avicii'},11,2015-10-02
Your Girlfriend,{'Blossoms'},63,2019-06-20
44 Stiche (feat. 18 Karat),"{'Play69', '18 Karat'}",0,2017-12-08
Ching Ching,{'Joshi Mizu'},39,2019-05-03
La tête dans les nuages,{'Jul'},27,2017-10-23
Kanye West da Bahia,"{'Baco Exu do Blues', 'DKVPZ', 'Bibi Caetano'}",47,2018-11-23
Montpellier,{'Miami Yacine'},40,2017-09-25
Siga a Seta (feat. Matheus & Kauan) - Ao Vivo,"{'Marcos & Belutti', 'Matheus & Kauan'}",59,2018-08-10
Oh mein,"{'MoTrip', 'Ali As', 'Kollegah'}",30,2018-11-09
Beber Com Emergência - Ao Vivo,{'Jefferson Moraes'},55,2017-09-22
Círculo - Ao Vivo,{'Matheus & Kauan'},52,2018-05-10
Christmas (Baby Please Come Home),{'Olivia Holt'},35,2017-11-03
Champions,"{'Kanye West', 'Gucci Mane', 'Big Sean', '2 Chainz', 'Travis Scott', 'Yo Gotti', 'Quavo', 'Desiigner'}",5,2016-06-10
2 ON 2 - Tion Wayne x JAY1,"{'Tion Wayne', 'JAY1'}",61,2019-09-27
What Do I Do,{'SJUR'},46,2017-06-30
Essa mina é louca (Participação especial de Jhama),"{'Anitta', 'Jhama'}",54,2015-10-13
FRIENDS (feat. kiLL edward),"{'J. Cole', 'kiLL edward'}",61,2018-04-20
Believe,{'ARASHI'},51,2009-03-04
Oh My,"{'Dappy', 'Ay Em'}",63,2018-06-22
ICONIC (ft. Jaden Smith),"{'Logic', 'Jaden'}",63,2018-09-28
Nervous,{'Shawn Mendes'},11,2018-05-25
Bandito,{'Twenty One Pilots'},68,2018-10-05
Shotta Flow,{'NLE Choppa'},72,2019-01-17
Ultralife,{'Oh Wonder'},0,2017-03-24
Circles,{'Post Malone'},95,2019-09-06
Monégasque,{'PLK'},61,2019-02-01
I Say a Little Prayer,{'Aretha Franklin'},76,1968-06-14
HERE (For Christmas),{'Lukas Graham'},49,2019-11-08
Baller los,{'MERO'},63,2019-03-15
Armut treibt Jugendliche in die Popmusik,{'Trailerpark'},35,2017-08-02
Watermelon Sugar,{'Harry Styles'},84,2019-11-17
Je vis je visser,{'PNL'},58,2015-03-02
Terapinga - Ao Vivo,{'Fernando & Sorocaba'},41,2017-09-01
Par amour,"{'Dadju', 'Maître Gims'}",57,2017-11-24
Way down We Go,{'KALEO'},77,2016-06-10
Alright,{'Jain'},57,2018-08-24
Return Of The Rucksack,{'Stormzy'},51,2017-02-24
La Vache,{'Sadek'},32,2017-08-18
Boxerschnitt,{'Mert'},51,2019-09-06
Influencer,{'Nogizaka46'},36,2017-05-24
Better Now,{'Post Malone'},86,2018-04-27
Cœurs,{'PNL'},56,2019-04-05
Boss und Banger,"{'Kollegah', 'Farid Bang'}",38,2018-08-10
Legendary,{'Welshly Arms'},8,2017-08-25
Slide (feat. Frank Ocean & Migos),"{'Calvin Harris', 'Frank Ocean', 'Migos'}",75,2017-02-24
